player_positions,long_name,overall,age,height_cm,club_name,league_name,skill_dribbling,pace,shooting,passing,dribbling,defending,physic,preferred_foot,goalkeeping_diving
CAM,Dominik Szoboszlai,82,22,186,Liverpool,Premier League,83,83.0,82.0,84.0,82.0,34.0,64.0,Right,10
"CM, CAM",Orkun Kökçü,82,22,175,Benfica,Liga Portugal,78,72.0,76.0,83.0,80.0,69.0,79.0,Right,9
ST,Ikoma Loïs Openda,82,23,177,RB Leipzig,Bundesliga,80,93.0,79.0,68.0,80.0,31.0,78.0,Right,9
"LWB, LM, CB",Federico Dimarco,82,25,175,Inter,Serie A,78,79.0,71.0,80.0,79.0,74.0,71.0,Left,9
"CM, CDM",Rodrigo Bentancur Colmán,82,26,187,Tottenham Hotspur,Premier League,85,70.0,67.0,81.0,83.0,79.0,77.0,Right,8
RB,Noussair Mazraoui,82,25,183,FC Bayern München,Bundesliga,83,79.0,66.0,77.0,83.0,77.0,74.0,Right,12
GK,Guglielmo Vicario,82,26,188,Tottenham Hotspur,Premier League,12,,,,,,,Right,83
"LW, RW, CM",Pedro António Pereira Gonçalves,82,25,173,Sporting CP,Liga Portugal,83,76.0,82.0,81.0,84.0,58.0,66.0,Right,15
"RM, CM, CAM",Viktor Tsygankov,82,25,178,Girona,La Liga,82,85.0,78.0,79.0,81.0,46.0,61.0,Left,9
"ST, LW, CF",Boulaye Dia,82,26,180,Salernitana,Serie A,83,82.0,81.0,62.0,81.0,27.0,77.0,Right,11
GK,Jordan Pickford,82,29,185,Everton,Premier League,14,,,,,,,Left,83
"CM, CDM",Youri Tielemans,82,26,176,Aston Villa,Premier League,78,50.0,79.0,85.0,79.0,69.0,69.0,Right,6
ST,Enes Ünal,82,26,187,Getafe,La Liga,83,72.0,84.0,70.0,82.0,40.0,80.0,Right,8
"CDM, CM",Lucas Torreira Di Pascua,82,27,166,Galatasaray,Super Lig,77,76.0,70.0,77.0,80.0,79.0,78.0,Right,5
CB,Presnel Kimpembe,82,27,189,Paris Saint Germain,Ligue 1,63,79.0,43.0,68.0,69.0,81.0,86.0,Left,7
"CDM, CM",Franck Yannick Kessié,82,26,183,Al Ahli Jeddah,Pro League,78,79.0,76.0,74.0,79.0,81.0,87.0,Right,9
"RM, ST",Donyell Malen,82,24,178,Borussia Dortmund,Bundesliga,86,89.0,80.0,73.0,85.0,35.0,73.0,Right,7
"CM, CAM, CDM",Alexis Mac Allister,82,24,176,Liverpool,Premier League,84,70.0,79.0,82.0,82.0,70.0,72.0,Right,7
GK,Dominik Livaković,82,28,187,Fenerbahçe,Super Lig,19,,,,,,,Right,80
ST,Timo Werner,82,27,180,RB Leipzig,Bundesliga,82,91.0,80.0,70.0,82.0,35.0,69.0,Right,9
"CM, LM",Thomas Lemar,82,27,171,Atlético Madrid,La Liga,87,82.0,78.0,83.0,86.0,67.0,65.0,Left,11
"CM, LW",Joelinton Cassio Apolinário de Lira,82,26,186,Newcastle United,Premier League,84,78.0,71.0,76.0,82.0,81.0,88.0,Right,9
CB,David García Zubiría,82,29,185,Osasuna,La Liga,60,59.0,37.0,66.0,65.0,83.0,77.0,Right,11
CB,Manuel Obafemi Akanji,82,27,187,Manchester City,Premier League,71,77.0,48.0,70.0,72.0,83.0,78.0,Right,10
CB,Mario Hermoso Canseco,82,28,184,Atlético Madrid,La Liga,67,75.0,49.0,74.0,71.0,82.0,79.0,Left,13
ST,Youssef En-Nesyri,82,26,188,Sevilla,La Liga,78,81.0,82.0,63.0,76.0,36.0,79.0,Left,13
ST,José Luis Mato Sanmartín,82,33,192,Real Madrid,La Liga,75,63.0,84.0,69.0,74.0,33.0,77.0,Right,11
ST,Olivier Giroud,82,36,193,Milan,Serie A,69,43.0,83.0,74.0,74.0,42.0,80.0,Left,12
"CDM, CB",Fernando Francisco Reges,82,35,183,Sevilla,La Liga,70,63.0,62.0,74.0,73.0,82.0,81.0,Right,7
"CAM, CF, LM",Mario Götze,82,31,176,Eintracht Frankfurt,Bundesliga,84,63.0,75.0,83.0,85.0,55.0,71.0,Right,14
CB,Nicolás Hernán Gonzalo Otamendi,82,35,183,Benfica,Liga Portugal,51,64.0,57.0,64.0,59.0,83.0,85.0,Right,12
ST,Callum Wilson,82,31,180,Newcastle United,Premier League,77,80.0,82.0,67.0,79.0,42.0,76.0,Right,10
CB,Stefan de Vrij,82,31,189,Inter,Serie A,66,64.0,41.0,64.0,69.0,84.0,76.0,Right,8
"LW, CF, RW",Dušan Tadić,82,34,181,Fenerbahçe,Super Lig,83,64.0,80.0,85.0,83.0,43.0,76.0,Left,11
GK,Anthony Lopes,82,32,184,Olympique Lyonnais,Ligue 1,15,,,,,,,Left,84
"CM, CDM",Granit Xhaka,82,30,185,Bayer 04 Leverkusen,Bundesliga,72,49.0,74.0,82.0,73.0,75.0,82.0,Left,7
"CF, ST",Roberto Firmino Barbosa de Oliveira,82,31,181,Al Ahli Jeddah,Pro League,87,70.0,77.0,79.0,87.0,58.0,77.0,Right,8
CB,Íñigo Martínez Berridi,82,32,182,FC Barcelona,La Liga,48,71.0,56.0,67.0,61.0,82.0,80.0,Left,12
CB,Stefan Savić,82,32,187,Atlético Madrid,La Liga,47,64.0,35.0,57.0,57.0,85.0,80.0,Right,14
RB,Daniel Carvajal Ramos,82,31,173,Real Madrid,La Liga,78,82.0,54.0,76.0,79.0,77.0,79.0,Right,13
"CM, CDM",Mateo Kovačić,82,29,177,Manchester City,Premier League,87,69.0,69.0,82.0,87.0,71.0,70.0,Right,9
"LB, LM, CM",Raphaël Adelino José Guerreiro,82,29,170,FC Bayern München,Bundesliga,87,65.0,78.0,85.0,88.0,76.0,55.0,Left,12
CB,Fabian Lukas Schär,82,31,188,Newcastle United,Premier League,73,54.0,68.0,75.0,73.0,84.0,77.0,Right,8
"RM, LM",Otávio Edmilson da Silva Monteiro,82,28,171,Al Nassr,Pro League,86,78.0,70.0,81.0,85.0,66.0,74.0,Right,11
"LB, LWB",José Luís Gayà Peña,82,28,172,Valencia,La Liga,77,81.0,61.0,77.0,79.0,78.0,74.0,Left,13
GK,Mark Flekken,82,30,195,Brentford,Premier League,12,,,,,,,Right,81
"LM, CF, CAM",Vincenzo Grifo,82,30,180,SC Freiburg,Bundesliga,82,71.0,80.0,83.0,81.0,40.0,64.0,Right,10
"CDM, CM",Robert Andrich,82,28,186,Bayer 04 Leverkusen,Bundesliga,74,57.0,76.0,76.0,73.0,81.0,85.0,Right,7
"RM, LM, CM",João Mário Naval da Costa Eduardo,82,30,179,Benfica,Liga Portugal,83,70.0,79.0,81.0,83.0,69.0,70.0,Right,6
"CAM, CF, RM",Ricardo Jorge da Luz Horta,82,28,173,Sporting Braga,Liga Portugal,81,80.0,83.0,80.0,80.0,43.0,70.0,Right,7
"ST, RM",Ángel Martín Correa,82,28,171,Atlético Madrid,La Liga,87,85.0,84.0,77.0,86.0,50.0,75.0,Right,13
CM,Seko Fofana,82,28,185,Al Nassr,Pro League,81,71.0,77.0,76.0,80.0,73.0,86.0,Right,9
GK,Jeremías Conan Ledesma,82,30,186,Cádiz,La Liga,17,,,,,,,Right,83
LW,Mattia Zaccagni,82,28,177,Lazio,Serie A,89,87.0,77.0,74.0,88.0,57.0,67.0,Right,13
GK,Ivan Provedel,82,29,192,Lazio,Serie A,16,,,,,,,Right,83
LB,Ferland Mendy,82,28,180,Real Madrid,La Liga,76,92.0,64.0,76.0,77.0,77.0,86.0,Left,7
GK,Lucas Luciano Mantela Patrício,82,23,183,Palmeiras,Serie A,17,,,,,,,Right,79
CB,Josué Durval Chiamulera Vaz,82,31,185,Athletico Paranaense,Serie A,56,78.0,43.0,56.0,64.0,84.0,79.0,Right,16
"LB, LWB",Javier Galán Gil,82,28,172,Atlético Madrid,La Liga,85,81.0,56.0,77.0,83.0,79.0,72.0,Left,14
RM,Isaac Palazón Camacho,82,28,169,Rayo Vallecano,La Liga,83,84.0,79.0,79.0,82.0,39.0,64.0,Left,11
GK,Édouard Mendy,82,31,197,Al Ahli Jeddah,Pro League,18,,,,,,,Right,80
"ST, CF",Mehdi Taremi,82,30,185,Porto,Liga Portugal,81,78.0,81.0,76.0,81.0,38.0,74.0,Right,9
"LB, RB",Alejandro Balde Martínez,81,19,175,FC Barcelona,La Liga,77,91.0,48.0,73.0,78.0,75.0,64.0,Left,5
CB,Ibrahima Konaté,81,24,194,Liverpool,Premier League,68,77.0,34.0,57.0,68.0,82.0,82.0,Right,9
"CF, ST, LW",João Félix Sequeira,81,23,181,FC Barcelona,La Liga,86,81.0,79.0,78.0,85.0,40.0,67.0,Right,13
"CAM, CM, ST",Oihan Sancet Tirapu,81,23,188,Athletic Club,La Liga,82,73.0,77.0,77.0,82.0,61.0,73.0,Right,15
"RW, RM",Antony Matheus dos Santos,81,23,172,Manchester United,Premier League,86,83.0,76.0,74.0,87.0,46.0,73.0,Left,9
"ST, LW",Alexander Isak,81,23,192,Newcastle United,Premier League,86,83.0,81.0,72.0,84.0,39.0,72.0,Right,7
"RW, RM",Samuel Chimerenka Chukwueze,81,24,172,Milan,Serie A,87,89.0,75.0,74.0,84.0,36.0,63.0,Left,13
"CDM, CM",Manuel Ugarte Ribeiro,81,22,182,Paris Saint Germain,Ligue 1,79,72.0,64.0,73.0,77.0,77.0,80.0,Right,6
CB,Edmond Fayçal Tapsoba,81,24,194,Bayer 04 Leverkusen,Bundesliga,66,75.0,54.0,65.0,70.0,82.0,79.0,Right,5
RW,Dejan Kulusevski,81,23,186,Tottenham Hotspur,Premier League,86,76.0,77.0,80.0,84.0,56.0,75.0,Left,14
"RB, RWB",Davide Calabria,81,26,177,Milan,Serie A,74,79.0,57.0,71.0,77.0,79.0,73.0,Right,8
"LB, LWB",Ben Chilwell,81,26,180,Chelsea,Premier League,79,74.0,60.0,78.0,78.0,77.0,73.0,Left,10
"CAM, RW, CM",Mason Mount,81,24,181,Manchester United,Premier League,81,72.0,79.0,82.0,80.0,56.0,67.0,Right,11
"CDM, CM",Xaver Schlager,81,25,174,RB Leipzig,Bundesliga,78,74.0,70.0,74.0,78.0,75.0,80.0,Left,6
"CAM, CM",Lucas Tolentino Coelho de Lima,81,25,180,West Ham United,Premier League,86,72.0,77.0,79.0,84.0,69.0,76.0,Left,14
"CDM, CM",Ibrahim Sangaré,81,25,191,Nottingham Forest,Premier League,76,66.0,66.0,74.0,75.0,81.0,86.0,Right,7
"CDM, CB",Edson Omar Álvarez Velázquez,81,25,187,West Ham United,Premier League,68,68.0,58.0,68.0,70.0,82.0,87.0,Right,7
"RW, LW",Nicolás Iván González,81,25,180,Fiorentina,Serie A,85,87.0,76.0,73.0,83.0,45.0,64.0,Left,10
"RB, RWB",Pedro Antonio Porro Sauceda,81,23,173,Tottenham Hotspur,Premier League,81,82.0,73.0,77.0,81.0,74.0,77.0,Right,15
ST,Jonathan Christian David,81,23,175,Lille,Ligue 1,79,82.0,81.0,71.0,78.0,34.0,75.0,Right,7
GK,Brice Samba,81,29,187,Lens,Ligue 1,12,,,,,,,Left,79
GK,Kepa Arrizabalaga Revuelta,81,28,189,Real Madrid,La Liga,15,,,,,,,Right,80
GK,Odisseas Vlachodimos,81,29,190,Nottingham Forest,Premier League,13,,,,,,,Right,84
"ST, RM, RW",Ademola Lookman,81,25,174,Atalanta,Serie A,86,86.0,81.0,69.0,85.0,30.0,67.0,Right,12
ST,Norberto Bercique Gomes Betuncal,81,25,194,Everton,Premier League,77,86.0,79.0,59.0,75.0,25.0,84.0,Right,15
"CDM, CM",Bryan Cristante,81,28,186,Roma,Serie A,76,53.0,73.0,78.0,75.0,78.0,82.0,Right,3
"CB, LB",Nathan Aké,81,28,180,Manchester City,Premier League,73,75.0,53.0,72.0,74.0,82.0,77.0,Left,10
CB,Jonathan Tah,81,27,195,Bayer 04 Leverkusen,Bundesliga,60,67.0,37.0,59.0,61.0,81.0,85.0,Right,11
"LM, LW",Allan Saint-Maximin,81,26,173,Al Ahli Jeddah,Pro League,92,89.0,73.0,73.0,88.0,29.0,68.0,Right,10
RM,Malcom Filipe Silva de Oliveira,81,26,172,Al Hilal,Pro League,84,83.0,79.0,78.0,84.0,28.0,66.0,Left,8
"CDM, CM",Ellyes Joris Skhiri,81,28,185,Eintracht Frankfurt,Bundesliga,76,63.0,73.0,74.0,76.0,80.0,76.0,Right,15
"CAM, ST",Giovani Lo Celso,81,27,177,Tottenham Hotspur,Premier League,85,70.0,75.0,83.0,84.0,68.0,73.0,Left,10
CB,Yeray Álvarez López,81,28,182,Athletic Club,La Liga,57,64.0,49.0,68.0,65.0,83.0,76.0,Right,12
"CAM, CM, CF",鎌田 大地,81,26,184,Lazio,Serie A,83,79.0,73.0,80.0,83.0,54.0,64.0,Right,6
"RWB, RM",Denzel Justus Morris Dumfries,81,27,188,Inter,Serie A,72,83.0,63.0,70.0,73.0,78.0,89.0,Right,10
"CM, CAM, RM",Brais Méndez Portela,81,26,187,Real Sociedad,La Liga,83,71.0,80.0,82.0,81.0,65.0,73.0,Left,10
"ST, LM",Arnaut Danjuma Adam Groeneveld,81,26,178,Everton,Premier League,84,86.0,81.0,76.0,83.0,44.0,67.0,Right,15
"LM, ST",Martin Terrier,81,26,184,Rennes,Ligue 1,80,84.0,82.0,75.0,79.0,36.0,72.0,Right,12
"CDM, CM",Almoatasembellah Ali Mohamed Al musrati,81,27,189,Sporting Braga,Liga Portugal,71,62.0,66.0,71.0,71.0,80.0,84.0,Right,15
CB,Kléper Laveran de Lima Ferreira,81,40,188,Porto,Liga Portugal,58,75.0,51.0,60.0,61.0,81.0,87.0,Right,8
GK,Francisco Guillermo Ochoa Magaña,81,37,185,Salernitana,Serie A,10,,,,,,,Right,83
CB,Raúl Albiol Tortajada,81,37,190,Villarreal,La Liga,59,36.0,41.0,62.0,63.0,85.0,68.0,Right,8
GK,Kasper Peter Schmeichel,81,36,189,Anderlecht,Jupiler Pro League,12,,,,,,,Right,78
"CM, CDM",Ivan Rakitić,81,35,184,Sevilla,La Liga,80,50.0,79.0,84.0,78.0,74.0,70.0,Right,14
"CF, CAM",Dries Mertens,81,36,169,Galatasaray,Super Lig,82,76.0,80.0,80.0,83.0,40.0,49.0,Right,7
GK,Rui Pedro dos Santos Patrício,81,35,190,Roma,Serie A,20,,,,,,,Left,79
"CM, CDM",Etienne Capoue,81,34,190,Villarreal,La Liga,79,50.0,75.0,78.0,75.0,79.0,78.0,Right,12
CB,Simon Thorup Kjær,81,34,190,Milan,Serie A,52,59.0,54.0,64.0,60.0,83.0,76.0,Right,6
CB,Toby Albertine Maurits Alderweireld,81,34,186,Antwerp,Jupiler Pro League,62,54.0,61.0,74.0,67.0,83.0,79.0,Right,16
ST,Alexis Alejandro Sánchez Sánchez,81,34,169,Inter,Serie A,85,71.0,83.0,80.0,85.0,48.0,66.0,Right,10
"CAM, LM",Iker Muniain Goñi,81,30,170,Athletic Club,La Liga,84,80.0,74.0,81.0,85.0,51.0,60.0,Right,10
GK,Lukáš Hrádecký,81,33,192,Bayer 04 Leverkusen,Bundesliga,10,,,,,,,Right,83
"CDM, CM",Nemanja Matić,81,34,194,Rennes,Ligue 1,79,34.0,67.0,77.0,77.0,79.0,78.0,Left,7
GK,Bernd Leno,81,31,189,Fulham,Premier League,16,,,,,,,Right,82
"CAM, CM",Henrikh Mkhitaryan,81,34,177,Inter,Serie A,82,78.0,79.0,79.0,83.0,56.0,72.0,Right,5
CB,Sebastián Coates Nión,81,32,196,Sporting CP,Liga Portugal,64,66.0,49.0,55.0,62.0,82.0,88.0,Right,16
"LW, CF, LM",Lorenzo Insigne,81,32,163,Toronto,Major League Soccer,86,80.0,78.0,81.0,86.0,36.0,44.0,Right,8
"LW, CF, LM",Wilfried Zaha,81,30,180,Galatasaray,Super Lig,87,90.0,78.0,72.0,85.0,37.0,76.0,Right,15
"CB, RB",Danilo Luiz da Silva,81,31,184,Juventus,Serie A,73,73.0,67.0,74.0,74.0,83.0,78.0,Right,14
CB,Lewis Dunk,81,31,192,Brighton & Hove Albion,Premier League,64,45.0,51.0,66.0,66.0,82.0,80.0,Right,15
"CAM, CM, RW",Steven Berghuis,81,31,182,Ajax,Eredivisie,80,77.0,82.0,82.0,81.0,40.0,69.0,Left,9
"CDM, CB",Danilo Luís Hélio Pereira,81,31,188,Paris Saint Germain,Ligue 1,73,50.0,63.0,70.0,71.0,80.0,86.0,Right,9
"CM, CDM",Geoffrey Edwin Kondogbia,81,30,188,Olympique de Marseille,Ligue 1,75,69.0,75.0,76.0,76.0,81.0,89.0,Left,15
"RW, ST",Felipe Anderson Pereira Gomes,81,30,175,Lazio,Serie A,85,87.0,78.0,77.0,85.0,63.0,73.0,Right,12
LB,Mário Rui Silva Duarte,81,32,170,Napoli,Serie A,78,81.0,57.0,77.0,80.0,76.0,68.0,Left,13
ST,Arkadiusz Krystian Milik,81,29,186,Juventus,Serie A,77,59.0,83.0,72.0,78.0,40.0,74.0,Left,9
"CDM, CM",Maximilian Arnold,81,29,184,VfL Wolfsburg,Bundesliga,78,66.0,79.0,79.0,78.0,76.0,75.0,Left,11
"CF, LW",Leandro Trossard,81,28,171,Arsenal,Premier League,83,81.0,80.0,78.0,84.0,30.0,61.0,Right,14
"CDM, CAM",William Silva de Carvalho,81,31,187,Real Betis,La Liga,82,45.0,68.0,78.0,76.0,76.0,84.0,Right,6
"RB, RW",Lucas Vázquez Iglesias,81,32,173,Real Madrid,La Liga,81,81.0,73.0,80.0,80.0,73.0,69.0,Right,9
"CM, CDM",Frederico Rodrigues de Paula Santos,81,30,169,Fenerbahçe,Super Lig,78,75.0,69.0,79.0,81.0,76.0,70.0,Left,7
ST,Gaëtan Laborde,81,29,181,Nice,Ligue 1,79,72.0,81.0,76.0,79.0,40.0,79.0,Left,14
GK,Rui Tiago Dantas da Silva,81,29,191,Real Betis,La Liga,18,,,,,,,Right,82
"CF, ST, CAM",Anderson Souza Conceição,81,29,189,Al Nassr,Pro League,81,79.0,84.0,76.0,81.0,52.0,73.0,Left,13
"CM, RM, RW",Benjamin Bourigeaud,81,29,178,Rennes,Ligue 1,83,73.0,77.0,82.0,81.0,67.0,76.0,Right,14
GK,Gerónimo Rulli,81,31,189,Ajax,Eredivisie,14,,,,,,,Right,81
ST,Duván Esteban Zapata Banguera,81,32,189,Torino,Serie A,79,75.0,80.0,63.0,77.0,35.0,85.0,Right,9
"RM, ST",Iñaki Williams Arthuer,81,29,186,Athletic Club,La Liga,80,94.0,78.0,71.0,79.0,43.0,84.0,Right,14
"CF, CM, CAM",Andrej Kramarić,81,32,177,TSG Hoffenheim,Bundesliga,82,72.0,81.0,76.0,82.0,32.0,74.0,Right,8
"RW, RM",Matteo Politano,81,29,171,Napoli,Serie A,83,83.0,77.0,78.0,84.0,42.0,55.0,Left,11
CB,Diego Carlos Santos Silva,81,30,186,Aston Villa,Premier League,65,67.0,47.0,63.0,67.0,81.0,77.0,Right,7
RW,Hirving Rodrigo Lozano Bahena,81,27,175,PSV,Eredivisie,83,93.0,76.0,72.0,82.0,41.0,61.0,Right,11
"CM, CDM",Fabián Ruiz Peña,81,27,189,Paris Saint Germain,Ligue 1,81,55.0,78.0,79.0,80.0,74.0,72.0,Left,16
"LWB, LB",Adryan Juliano Zonta Torres,81,31,172,Bragantino,Serie A,77,93.0,66.0,75.0,76.0,72.0,77.0,Left,12
"CDM, CM, CAM",Rosival Jailson Dourado Santos,81,23,175,Corinthians,Serie A,77,77.0,57.0,74.0,77.0,82.0,69.0,Right,15
"ST, CF",Louri Adriano Bisesi Barbosa,81,31,188,Bragantino,Serie A,75,78.0,84.0,62.0,72.0,33.0,72.0,Right,8
"LB, LM, LW",Welington Kauê Dano Nascimento,81,23,178,Atlético Mineiro,Serie A,77,79.0,54.0,76.0,79.0,75.0,74.0,Left,16
"CAM, CF, ST",Nailton Suzuki Ito,81,27,180,Atlético Mineiro,Serie A,84,82.0,73.0,77.0,82.0,52.0,71.0,Right,8
ST,Marvin Oswaldo Rangel Azevedo,81,31,184,Flamengo,Serie A,78,76.0,81.0,67.0,77.0,20.0,79.0,Right,9
"RW, RM",Miguel Ángel Almirón Rejala,81,29,174,Newcastle United,Premier League,83,87.0,77.0,75.0,81.0,56.0,64.0,Left,6
"LB, CB",Reinildo Isnard Mandava,81,29,180,Atlético Madrid,La Liga,74,84.0,55.0,68.0,75.0,80.0,79.0,Left,6
"RWB, RM, RB",Jonathan Clauss,81,30,178,Olympique de Marseille,Ligue 1,77,83.0,69.0,76.0,78.0,70.0,70.0,Right,15
CB,Amir Rrahmani,81,29,192,Napoli,Serie A,59,63.0,51.0,58.0,62.0,83.0,80.0,Right,12
"LM, RM, ST",Karim-David Adeyemi,80,21,180,Borussia Dortmund,Bundesliga,82,96.0,77.0,71.0,81.0,34.0,68.0,Left,12
ST,Gonçalo Matias Ramos,80,22,185,Paris Saint Germain,Ligue 1,76,77.0,78.0,65.0,77.0,47.0,82.0,Right,15
"RB, RWB",Arnau Martínez López,80,20,181,Girona,La Liga,76,79.0,50.0,72.0,76.0,76.0,70.0,Right,10
"RW, ST, CAM",久保 建英,80,22,173,Real Sociedad,La Liga,83,84.0,75.0,76.0,83.0,40.0,60.0,Left,6
CM,Davide Frattesi,80,23,178,Inter,Serie A,80,79.0,71.0,78.0,81.0,68.0,70.0,Right,5
"CAM, CM, LW",Eljif Elmas,80,23,184,Napoli,Serie A,86,75.0,73.0,76.0,84.0,66.0,69.0,Right,8
"ST, CF, CAM",Julián Álvarez,80,23,170,Manchester City,Premier League,82,79.0,81.0,76.0,83.0,55.0,76.0,Right,6
GK,Giorgi Mamardashvili,80,22,199,Valencia,La Liga,11,,,,,,,Left,80
"CAM, CF, RW",Brahim Abdelkader Díaz,80,23,171,Real Madrid,La Liga,83,81.0,71.0,77.0,83.0,30.0,49.0,Right,13
"CDM, CM",Florentino Ibrain Morris Luís,80,23,184,Benfica,Liga Portugal,72,58.0,47.0,67.0,73.0,79.0,78.0,Right,6
"RW, LW, ST",Marcus Edwards,80,24,168,Sporting CP,Liga Portugal,86,85.0,73.0,71.0,86.0,33.0,48.0,Left,7
"CDM, CM",Boubacar Bernard Kamara,80,23,184,Aston Villa,Premier League,71,68.0,54.0,72.0,73.0,80.0,79.0,Right,8
"RB, CB, CDM",Juan Marcos Foyth,80,25,187,Villarreal,La Liga,69,71.0,46.0,71.0,72.0,81.0,77.0,Right,8
"CDM, CM",Martín Zubimendi Ibáñez,80,24,181,Real Sociedad,La Liga,72,64.0,65.0,74.0,75.0,78.0,71.0,Right,7
"CDM, CM",Moisés Isaac Caicedo Corozo,80,21,178,Chelsea,Premier League,73,74.0,63.0,72.0,77.0,77.0,74.0,Right,15
ST,Tammy Bakumo-Abraham,80,25,195,Roma,Serie A,80,81.0,76.0,66.0,77.0,36.0,80.0,Right,12
"CM, CDM, CAM",Exequiel Alejandro Palacios,80,24,178,Bayer 04 Leverkusen,Bundesliga,79,64.0,74.0,77.0,79.0,79.0,73.0,Right,10
CB,Igor Zubeldía Elorza,80,26,181,Real Sociedad,La Liga,71,72.0,63.0,74.0,73.0,80.0,81.0,Right,6
RB,José Diogo Dalot Teixeira,80,24,184,Manchester United,Premier League,80,81.0,61.0,76.0,78.0,75.0,79.0,Right,10
"CDM, CM",Francisco José Beltrán Peinado,80,24,165,Celta de Vigo,La Liga,77,58.0,56.0,78.0,77.0,78.0,66.0,Right,14
CB,Luiz Felipe Ramos Marchi,80,26,187,Al Ittihad,Pro League,69,72.0,29.0,61.0,68.0,81.0,74.0,Right,14
CB,Facundo Axel Medina,80,24,184,Lens,Ligue 1,68,71.0,36.0,69.0,70.0,80.0,78.0,Left,13
CB,Kevin Danso,80,24,190,Lens,Ligue 1,59,78.0,32.0,55.0,62.0,79.0,85.0,Right,12
"RM, CF",Nicolò Zaniolo,80,23,190,Aston Villa,Premier League,81,83.0,78.0,72.0,81.0,51.0,86.0,Left,8
"LW, RW, ST",Armand Laurienté,80,24,177,Sassuolo,Serie A,85,84.0,76.0,75.0,82.0,35.0,47.0,Right,13
"CDM, CM",Youssouf Fofana,80,24,185,Monaco,Ligue 1,77,69.0,67.0,74.0,77.0,78.0,79.0,Right,12
ST,Arthur Mendonça Cabral,80,25,186,Benfica,Liga Portugal,76,74.0,79.0,64.0,76.0,32.0,80.0,Right,12
"CB, LB",Dávid Hancko,80,25,188,Feyenoord,Eredivisie,73,79.0,64.0,72.0,74.0,80.0,81.0,Left,14
CB,Roger Ibañez Da Silva,80,24,185,Al Ahli Jeddah,Pro League,45,85.0,32.0,45.0,60.0,82.0,81.0,Right,12
CM,Vítor Machado Ferreira,80,23,172,Paris Saint Germain,Ligue 1,85,69.0,68.0,79.0,85.0,70.0,66.0,Right,12
"CDM, CM",Sofyan Amrabat,80,26,185,Manchester United,Premier League,78,68.0,71.0,77.0,79.0,74.0,80.0,Right,13
"CM, CDM",Aleix García Serrano,80,26,173,Girona,La Liga,80,64.0,74.0,81.0,80.0,71.0,66.0,Right,16
RB,Aaron Wan-Bissaka,80,25,183,Manchester United,Premier League,80,83.0,50.0,68.0,77.0,77.0,71.0,Right,9
"RB, CB",Benjamin White,80,25,185,Arsenal,Premier League,74,72.0,30.0,70.0,74.0,82.0,77.0,Right,8
"ST, LW, RW",Richarlison de Andrade,80,26,184,Tottenham Hotspur,Premier League,84,77.0,79.0,72.0,82.0,53.0,78.0,Right,12
"LW, LM",Harvey Lewis Barnes,80,25,185,Newcastle United,Premier League,81,85.0,77.0,75.0,81.0,43.0,69.0,Right,6
"CM, CDM",Teun Koopmeiners,80,25,183,Atalanta,Serie A,75,68.0,75.0,80.0,76.0,76.0,77.0,Left,14
GK,David Raya Martin,80,27,183,Arsenal,Premier League,19,,,,,,,Right,80
GK,Pau López Sabata,80,28,189,Olympique de Marseille,Ligue 1,18,,,,,,,Left,79
LB,Kieran Tierney,80,26,180,Real Sociedad,La Liga,79,80.0,60.0,75.0,78.0,76.0,75.0,Left,13
LB,Oleksandr Zinchenko,80,26,175,Arsenal,Premier League,83,66.0,66.0,83.0,83.0,78.0,69.0,Left,15
LB,Pervis Josué Estupiñán Tenorio,80,25,175,Brighton & Hove Albion,Premier League,77,77.0,47.0,71.0,76.0,77.0,75.0,Left,14
CB,Chancel Mbemba Mangulu,80,28,182,Olympique de Marseille,Ligue 1,65,73.0,55.0,65.0,67.0,80.0,81.0,Right,9
ST,Anthony Martial,80,27,184,Manchester United,Premier League,87,80.0,78.0,73.0,84.0,35.0,66.0,Right,9
CB,Victor Jörgen Nilsson Lindelöf,80,28,187,Manchester United,Premier League,70,59.0,51.0,73.0,72.0,81.0,76.0,Right,12
ST,Ollie Watkins,80,27,180,Aston Villa,Premier League,76,84.0,79.0,68.0,76.0,46.0,75.0,Right,14
CDM,Julian Weigl,80,27,186,Borussia Mönchengladbach,Bundesliga,75,56.0,64.0,77.0,76.0,76.0,74.0,Right,6
GK,Jonas Omlin,80,29,190,Borussia Mönchengladbach,Bundesliga,27,,,,,,,Right,80
"RM, CAM",Emiliano Buendía,80,26,172,Aston Villa,Premier League,83,69.0,74.0,81.0,83.0,66.0,71.0,Right,11
"CB, RB",Aritz Elustondo Irribaria,80,29,180,Real Sociedad,La Liga,48,64.0,39.0,64.0,61.0,80.0,77.0,Right,7
ST,André Miguel Valente da Silva,80,27,185,Real Sociedad,La Liga,80,74.0,80.0,70.0,81.0,46.0,77.0,Right,14
"CDM, CM",Mauro Wilney Arambarri Rosa,80,27,175,Getafe,La Liga,76,62.0,65.0,74.0,76.0,79.0,78.0,Right,7
"RM, RW, CAM",David Neres Campos,80,26,175,Benfica,Liga Portugal,86,86.0,75.0,75.0,86.0,43.0,64.0,Left,14
"RM, LM, RB",Eduardo Gabriel Aquino Cossa,80,26,173,Porto,Liga Portugal,85,86.0,68.0,71.0,83.0,62.0,60.0,Right,14
